OUT_ID	kingdom	phylum	class	order	family	genus	species
617833	k__Bacteria	p__Firmicutes	c__Bacilli	Bacillales	Planococcaceae		
697874	k__Bacteria	p__Firmicutes	c__Clostridia	Clostridiales			
1068955	k__Bacteria	p__Firmicutes	c__Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	
154804	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	Acidimicrobiales			
258785	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	
570086	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	
736261	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Actinosynnemataceae		
172413	k__Bacteria	p__Firmicutes	c__Bacilli	Lactobacillales	Carnobacteriaceae	Desemzia	
114170	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	Myxococcales			
1121898	k__Bacteria	p__Chloroflexi	c__Anaerolineae	GCA004			
4306810	k__Bacteria	p__Firmicutes	c__Clostridia	Clostridiales	Christensenellaceae		
580850	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Micromonosporaceae		
589123	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	
301149	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae		
589124	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	Neisseriales	Neisseriaceae		
2653243	k__Bacteria	p__Cyanobacteria	c__Chloroplast	Streptophyta			
562367	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	Acidimicrobiales			
369429	k__Bacteria	p__Firmicutes	c__Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	
354004	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae		
10455	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	mexicanus
304641	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae		
304640	k__Bacteria	p__Bacteroidetes	c__Cytophagia	Cytophagales	Cytophagaceae		
947112	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	
947115	k__Bacteria	p__Bacteroidetes	c__Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	
578508	k__Bacteria	p__Verrucomicrobia	c__[Spartobacteria]	Chthoniobacterales	Chthoniobacteraceae	Candidatus	hinematobacter
788268	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	
557785	k__Bacteria	p__Acidobacteria	c__DA052	Ellin6513			
558364	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	NB1-j	NB1-i		
1013089	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
4321285	k__Bacteria	p__Firmicutes	c__Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
358664	k__Bacteria	p__Verrucomicrobia	c__[Spartobacteria]	Chthoniobacterales	Chthoniobacteraceae		
1141943	k__Bacteria	p__Cyanobacteria	c__ML635J-21				
173427	k__Bacteria	p__Firmicutes	c__Bacilli	Bacillales	Bacillaceae	Bacillus	
246961	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Parvibaculum	
909173	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	Gemmatimonadales			
909170	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	
654665	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	
754410	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
989109	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Kaistobacter	
249975	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	Solirubrobacterales			
346056	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	
363794	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	aerofaciens
4303029	k__Bacteria	p__Actinobacteria	c__OPB41				
211658	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
4463852	k__Bacteria	p__Firmicutes	c__Clostridia	Clostridiales	Peptococcaceae	Sporotomaculum	
4318989	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
4464809	k__Bacteria	p__Acidobacteria	c__Acidobacteria-6	iii1-15			
1111191	k__Bacteria	p__Firmicutes	c__Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	gnavus
530046	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	JG30-KF-CM45			
4366350	k__Bacteria	p__Firmicutes	c__Bacilli	Bacillales	Thermoactinomycetaceae		
1138326	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Intrasporangiaceae	Phycicoccus	
567622	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	Burkholderiales			
851935	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
1777154	k__Bacteria	p__Acidobacteria	c__Acidobacteria-5				
168583	k__Bacteria	p__Firmicutes	c__Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sobrinus
171397	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	RB41	Ellin6075		
996126	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	Neisseriales	Neisseriaceae		
824826	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodoplanes	
543607	k__Bacteria	p__Firmicutes	c__Clostridia	Clostridiales	Clostridiaceae		
226979	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	A21b	UD5		
225379	k__Bacteria	p__Acidobacteria	c__Sva0725	Sva0725			
143458	k__Bacteria	p__FBP	c__				
914962	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Rhodospirillales			
1000876	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	
91115	k__Bacteria	p__Firmicutes	c__Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
545957	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	
888891	k__Bacteria	p__[Thermi]	c__Deinococci	Deinococcales	Deinococcaceae	Deinococcus	
359984	k__Bacteria	p__Firmicutes	c__Clostridia	Clostridiales	Ruminococcaceae		
266777	k__Bacteria	p__Firmicutes	c__Clostridia	Clostridiales	Tissierellaceae	Peptoniphilus	
866043	k__Bacteria	p__FBP	c__				
1080980	k__Bacteria	p__Bacteroidetes	c__Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	
614684	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
577266	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	viridiflava
577261	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	balearica
92490	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	
92144	k__Bacteria	p__Firmicutes	c__Clostridia	Clostridiales	Lachnospiraceae	Moryella	
266510	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
144221	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	Bacteroidales	Porphyromonadaceae	Paludibacter	
1132235	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	Solirubrobacterales			
740154	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
461487	k__Bacteria	p__Firmicutes	c__Clostridia	Clostridiales			
977756	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	
580625	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae		
975335	k__Bacteria	p__Bacteroidetes	c__Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	
214120	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	Bacteroidales	S24-7		
334459	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae		
257321	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	Gaiellales	Gaiellaceae		
257322	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	Acidimicrobiales			
760913	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	
4211412	k__Bacteria	p__Firmicutes	c__Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
354765	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Micromonosporaceae	Verrucosispora	
150689	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	
445144	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	Bacteroidales	S24-7		
1020262	k__Bacteria	p__Bacteroidetes	c__[Saprospirae]	Saprospirales	Chitinophagaceae		
270759	k__Bacteria	p__Firmicutes	c__Clostridia	Clostridiales	Lachnospiraceae		
558170	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	
579049	k__Bacteria	p__Firmicutes	c__Bacilli	Bacillales	Bacillaceae	Bacillus	
205559	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Microbacteriaceae		
606109	k__Bacteria	p__Firmicutes	c__Clostridia	Clostridiales	Ruminococcaceae		
959199	k__Bacteria	p__Firmicutes	c__Bacilli	Bacillales	Paenibacillaceae		
4398614	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
683178	k__Bacteria	p__Cyanobacteria	c__Chloroplast	Streptophyta			
756973	k__Archaea	p__Crenarchaeota	c__Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Candidatus	rososphaera
4430292	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	Desulfuromonadales	Geobacteraceae		
582103	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	Bacteroidales	Rikenellaceae		
888300	k__Bacteria	p__Firmicutes	c__Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
4328135	k__Bacteria	p__Actinobacteria	c__OPB41				
113068	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Rhodospirillales	Acetobacteraceae		
4235445	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	
101320	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
2315543	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	DS-100			
4334160	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	
4395040	k__Bacteria	p__Acidobacteria	c__Solibacteres	Solibacterales	Bryobacteraceae		
4395041	k__Bacteria	p__Planctomycetes	c__Planctomycetia	Gemmatales	Gemmataceae	Gemmata	
4395045	k__Bacteria	p__Acidobacteria	c__Solibacteres	Solibacterales			
1024739	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	Acidimicrobiales	C111		
4443986	k__Bacteria	p__Firmicutes	c__Bacilli	Bacillales	Bacillaceae	Bacillus	
254145	k__Bacteria	p__Firmicutes	c__Bacilli	Bacillales	Bacillaceae	Bacillus	
589483	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	Burkholderiales	Comamonadaceae		
4295873	k__Bacteria	p__Firmicutes	c__Clostridia	Clostridiales	Clostridiaceae	Clostridium	
253754	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Rhodospirillales			
3202330	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	MIZ46			
944855	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	
2714250	k__Bacteria	p__Acidobacteria	c__Acidobacteria-6	iii1-15			
169755	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseococcus	
4366725	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Aeromonadales	Aeromonadaceae		
156304	k__Bacteria	p__Firmicutes	c__Clostridia	Clostridiales	Clostridiaceae	Caloramator	
552922	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	
4442856	k__Bacteria	p__Firmicutes	c__Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	PSB-M-3	
95608	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	viridiflava
368097	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Micrococcaceae	Kocuria	rhizophila
363305	k__Bacteria	p__Firmicutes	c__Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	
1116937	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	Pedosphaerales			
1071927	k__Bacteria	p__Firmicutes	c__Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	
1104437	k__Bacteria	p__Bacteroidetes	c__[Saprospirae]	Saprospirales	Saprospiraceae		
810109	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae		
363167	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Micrococcaceae	Kocuria	
435928	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Microbacteriaceae		
1012585	k__Bacteria	p__Cyanobacteria	c__ML635J-21				
154960	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Lutibacterium	
814489	k__Bacteria	p__WPS-2	c__				
4418684	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Rhizobiales	Methylocystaceae		
2922585	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Rickettsiales	Rickettsiaceae		
590825	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	
28584	k__Bacteria	p__Firmicutes	c__Clostridia	Clostridiales	Eubacteriaceae	Acetobacterium	
515798	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	copri
84980	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	Burkholderiales	Comamonadaceae		
206951	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	Gemmatimonadales	Ellin5301		
1037111	k__Bacteria	p__Bacteroidetes	c__[Saprospirae]	Saprospirales	Chitinophagaceae	Flavisolibacter	
643126	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	
399883	k__Bacteria	p__Bacteroidetes	c__Cytophagia	Cytophagales	Cyclobacteriaceae		
580295	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae		
558993	k__Bacteria	p__Firmicutes	c__Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	PSB-M-3	
160778	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae		
4336218	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	Acidimicrobiales	EB1017		
1010721	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	
957408	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	
3180933	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	ovatus
398350	k__Bacteria	p__Firmicutes	c__Bacilli	Bacillales	Bacillaceae	Bacillus	
1085326	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
696456	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	Solirubrobacterales			
918840	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Pseudonocardiaceae	Pseudonocardia	
173071	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Rhizobiales			
544711	k__Bacteria	p__Bacteroidetes	c__Cytophagia	Cytophagales	Cytophagaceae		
510422	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	dentocariosa
4008562	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
4388129	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	Desulfuromonadales	Geobacteraceae		
1927234	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	
297442	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Cellvibrio	
512952	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	Gemmatimonadales			
933150	k__Bacteria	p__Bacteroidetes	c__[Saprospirae]	Saprospirales	Chitinophagaceae	Segetibacter	
532696	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae		
515635	k__Bacteria	p__Planctomycetes	c__Planctomycetia	Pirellulales	Pirellulaceae		
562922	k__Bacteria	p__Chloroflexi	c__Gitt-GS-136				
932153	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides	
441265	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	
1101451	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Micrococcaceae	Micrococcus	
868144	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Rhizobiales	Bartonellaceae		
866480	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	Acidimicrobiales			
818461	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	RB41	Ellin6075		
578786	k__Bacteria	p__Firmicutes	c__Bacilli	Bacillales	Bacillaceae	Bacillus	
818468	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	
870223	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Nakamurellaceae		
588670	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	europaeus
614969	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	Burkholderiales	Comamonadaceae		
362172	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	
564025	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Micromonosporaceae		
560228	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Rhizobiales	Beijerinckiaceae		
1142124	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
605125	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	Bacteroidales	Porphyromonadaceae		
403359	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	Gemmatimonadales			
224822	k__Bacteria	p__Firmicutes	c__Bacilli	Bacillales	Bacillaceae	Bacillus	
90189	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria				
4346961	k__Bacteria	p__Chloroflexi	c__Ellin6529				
566454	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Intrasporangiaceae		
688979	k__Bacteria	p__Bacteroidetes	c__Cytophagia	Cytophagales	Cytophagaceae		
324748	k__Bacteria	p__Firmicutes	c__Bacilli	Bacillales	Planococcaceae		
824801	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	Solirubrobacterales			
1017181	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	mucilaginosa
1110378	k__Bacteria	p__Firmicutes	c__Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
339119	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	
248395	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Caulobacterales	Caulobacteraceae		
729145	k__Bacteria	p__Acidobacteria	c__Solibacteres	Solibacterales	Solibacteraceae	Candidatus	ibacter
242829	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Caulobacterales	Caulobacteraceae		
549635	k__Bacteria	p__Firmicutes	c__Clostridia	Clostridiales	Lachnospiraceae	Blautia	
823690	k__Bacteria	p__Firmicutes	c__Bacilli	Bacillales	Bacillaceae	Bacillus	foraminis
803885	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	
544480	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	
819211	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	SC-I-84			
1119886	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
415661	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	Burkholderiales	Oxalobacteraceae		
607386	k__Bacteria	p__Cyanobacteria	c__Chloroplast	Stramenopiles			
2566739	k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	
1110763	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	
92123	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	
1100082	k__Bacteria	p__Verrucomicrobia	c__[Spartobacteria]	Chthoniobacterales	Chthoniobacteraceae	Ellin506	
749837	k__Bacteria	p__Firmicutes	c__Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	
520530	k__Bacteria	p__Firmicutes	c__Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
91834	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	viridiflava
576007	k__Bacteria	p__Firmicutes	c__Bacilli	Bacillales	Bacillaceae		
273239	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae		
863942	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Rhizobiales			
863949	k__Bacteria	p__Cyanobacteria	c__ML635J-21				
4345313	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	
334555	k__Bacteria	p__Firmicutes	c__Bacilli	Bacillales	Planococcaceae		
425721	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	
342790	k__Bacteria	p__Acidobacteria	c__Acidobacteria-6	iii1-15			
590124	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae		
4479347	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	Burkholderiales	Comamonadaceae		
4454082	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Dermabacteraceae		
4368162	k__Bacteria	p__Firmicutes	c__Bacilli	Bacillales	Bacillaceae		
368986	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Rhodospirillales	Acetobacteraceae		
503174	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	
262096	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Streptosporangiaceae	Streptosporangium	
262095	k__Bacteria	p__Firmicutes	c__Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae		
952171	k__Bacteria	p__Bacteroidetes	c__Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	
1004910	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	intermedia
551109	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	biprosthecium
315328	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales			
3267604	k__Bacteria	p__Acidobacteria	c__Acidobacteria-6	iii1-15			
11439	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Geodermatophilaceae		
106310	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	Burkholderiales	Oxalobacteraceae		
2052853	k__Bacteria	p__Firmicutes	c__Clostridia	Clostridiales	Clostridiaceae		
940828	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes	
509047	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	diminuta
337165	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Promicromonosporaceae	Xylanimicrobium	
42091	k__Bacteria	p__Firmicutes	c__Clostridia	Clostridiales	Peptococcaceae	Peptococcus	
128235	k__Bacteria	p__Gemmatimonadetes	c__Gemm-1				
2120779	k__Bacteria	p__Firmicutes	c__Clostridia	Clostridiales			
1646255	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Rickettsiales	mitochondria		
633252	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
1646259	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	Rickettsiales	mitochondria		
805257	k__Bacteria	p__Firmicutes	c__Bacilli	Bacillales	Bacillaceae	Bacillus	
972181	k__Bacteria	p__Bacteroidetes	c__Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	
1145649	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	RB41	Ellin6075		
1106674	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	Burkholderiales	Comamonadaceae		
1009173	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Williamsiaceae	Williamsia	
254580	k__Bacteria	p__Firmicutes	c__Bacilli	Bacillales	Bacillaceae	Bacillus	
357131	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Dietziaceae		
1725261	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	
564411	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Polynucleobacter	
1028542	k__Bacteria	p__FBP	c__				
768898	k__Bacteria	p__Actinobacteria	c__Actinobacteria	Actinomycetales	Nocardiopsaceae	Thermobifida	
884940	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	
583656	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
331752	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	Burkholderiales	Oxalobacteraceae		
